Storm ID,Longitude,Latitude,Minimum Pressure (hPa),Time
1,-63.8781045751634,39.2388888888889,994.534491048403,1980-12-30 10:00:00
1,-63.3777544351074,39.5468370681606,994.24568083065,1980-12-30 11:00:00
1,-62.9845606191195,39.9393171371113,992.951661023835,1980-12-30 12:00:00
1,-62.6810206133736,40.4023145155498,992.49031483184,1980-12-30 13:00:00
1,-62.4496319040437,40.9218146232852,991.366955608243,1980-12-30 14:00:00
1,-62.2728919773038,41.4838028801264,989.866642788748,1980-12-30 15:00:00
1,-62.1332983193277,42.0742647058824,988.025008802817,1980-12-30 16:00:00
1,-62.0133484162896,42.679185520362,986.143991605374,1980-12-30 17:00:00
1,-61.8009049773756,43.2230769230769,984.872476490852,1980-12-30 18:00:00
1,-61.610407239819,43.7884615384615,983.726612574962,1980-12-30 19:00:00
1,-61.4151583710407,44.3714932126697,982.697022902583,1980-12-30 20:00:00
1,-61.270814479638,44.9529411764706,982.040636044054,1980-12-30 21:00:00
1,-61.0938914027149,45.481221719457,981.796835210886,1980-12-30 22:00:00
1,-60.9162895927602,45.991628959276,980.96603698709,1980-12-30 23:00:00
1,-60.7846153846154,46.4540723981901,981.494897255963,1980-12-31 00:00:00
1,-60.7124434389141,46.8929864253394,980.159618846612,1980-12-31 01:00:00
1,-60.6809954751131,47.3027149321267,978.494271616972,1980-12-31 02:00:00
1,-60.6721719457014,47.6644796380091,977.601585489372,1980-12-31 03:00:00
1,-60.6502262443439,47.9963800904977,976.830799778356,1980-12-31 04:00:00
1,-60.6463800904978,48.3194570135747,976.538238778554,1980-12-31 05:00:00
1,-60.6049773755656,48.5723981900453,976.365702804312,1980-12-31 06:00:00
1,-60.5533936651584,48.7807692307692,976.624506765675,1980-12-31 07:00:00
1,-60.4321266968326,48.9547511312217,976.399459842751,1980-12-31 08:00:00
1,-60.3178733031674,49.1760180995475,976.481977047823,1980-12-31 09:00:00
1,-60.1690045248869,49.4115384615385,976.615129810553,1980-12-31 10:00:00
1,-60.0468325791855,49.631221719457,976.600126682358,1980-12-31 11:00:00
1,-59.910407239819,49.8572398190045,977.440301861276,1980-12-31 12:00:00
1,-59.8210407239819,50.0617647058824,978.520527091313,1980-12-31 13:00:00
1,-59.7377828054299,50.2692307692308,979.4507210394,1980-12-31 14:00:00
1,-59.6696832579186,50.4717194570136,979.8970641032,1980-12-31 15:00:00
1,-59.6411764705882,50.6635746606335,980.322777865732,1980-12-31 16:00:00
1,-59.6244343891403,50.8067873303168,980.527195487388,1980-12-31 17:00:00
1,-59.6246606334842,50.9502262443439,981.470517172646,1980-12-31 18:00:00
1,-59.6470588235294,51.0773755656109,982.670767428242,1980-12-31 19:00:00
1,-59.6285067873303,51.1746606334842,983.869142292814,1980-12-31 20:00:00
1,-59.6581447963801,51.2484162895928,984.92311204851,1980-12-31 21:00:00
1,-59.6889140271493,51.2742081447964,985.133155843239,1980-12-31 22:00:00
