Storm ID,Longitude,Latitude,Minimum Pressure (hPa),Time
1,-41.1488562091503,26.3675653594771,1018.09914569759,2007-12-25 12:00:00
1,-40.6471055088702,26.771101774043,1017.92721243496,2007-12-25 13:00:00
1,-40.2264660992602,27.0897292250234,1017.27131887751,2007-12-25 14:00:00
1,-39.8827587445235,27.3351684263449,1016.46471838616,2007-12-25 15:00:00
1,-39.611804208863,27.5191400919342,1015.66024052767,2007-12-25 16:00:00
1,-39.4094232564821,27.6533649357179,1015.3927887858,2007-12-25 17:00:00
1,-39.2714366515837,27.7495636716225,1015.14019547404,2007-12-25 18:00:00
1,-39.193665158371,27.8194570135747,1014.68595203943,2007-12-25 19:00:00
1,-39.2027149321267,27.8477375565611,1014.85788530206,2007-12-25 20:00:00
1,-39.2248868778281,27.9330316742082,1014.69868783666,2007-12-25 21:00:00
1,-39.3153846153846,28.060407239819,1014.72203679825,2007-12-25 22:00:00
1,-39.4226244343892,28.185520361991,1014.5140187768,2007-12-25 23:00:00
1,-39.5597285067873,28.3169683257919,1014.31449128683,2007-12-26 00:00:00
1,-39.7022624434389,28.3787330316742,1014.14892592282,2007-12-26 01:00:00
1,-39.8389140271493,28.4140271493213,1013.45482497368,2007-12-26 02:00:00
1,-40.0061085972851,28.4330316742082,1012.76709192315,2007-12-26 03:00:00
1,-40.1357466063349,28.4658371040724,1012.0284156837,2007-12-26 04:00:00
1,-40.2943438914027,28.4601809954751,1011.79492606778,2007-12-26 05:00:00
1,-40.4461538461539,28.4160633484163,1011.1645041048,2007-12-26 06:00:00
1,-40.6076923076923,28.3857466063348,1011.44681427678,2007-12-26 07:00:00
1,-40.7278280542986,28.3214932126697,1011.59539857782,2007-12-26 08:00:00
1,-40.8576923076923,28.2454751131222,1011.69940758854,2007-12-26 09:00:00
1,-40.9984162895928,28.1821266968326,1012.10058520135,2007-12-26 10:00:00
1,-41.1364253393665,28.1081447963801,1012.53360230723,2007-12-26 11:00:00
1,-41.260407239819,28.0024886877828,1013.04515682938,2007-12-26 12:00:00
1,-41.343665158371,27.8963800904978,1013.32109910274,2007-12-26 13:00:00
1,-41.3947963800905,27.7886877828054,1012.3998764363,2007-12-26 14:00:00
1,-41.4070135746606,27.6282805429864,1012.04964201242,2007-12-26 15:00:00
1,-41.410407239819,27.4662895927602,1011.58266278058,2007-12-26 16:00:00
1,-41.4049773755656,27.3038461538462,1011.25365468543,2007-12-26 17:00:00
1,-41.3429864253394,27.1266968325792,1011.41072951795,2007-12-26 18:00:00
1,-41.2635746606335,26.9382352941176,1011.4298332138,2007-12-26 19:00:00
1,-41.1911764705882,26.7242081447964,1011.54233275602,2007-12-26 20:00:00
1,-41.085520361991,26.5373303167421,1011.98171776052,2007-12-26 21:00:00
1,-40.9255656108597,26.3787330316742,1012.84562933942,2007-12-26 22:00:00
